From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Electoral,Luxembourg,0,0.997,0.003
2021,2022 - 2023,Electoral,Madagascar,0.044,0.878,0.082
2021,2022 - 2023,Electoral,Malawi,0.196,0.658,0.182
2021,2022 - 2023,Electoral,Malaysia,0.352,0.618,0.046
2021,2022 - 2023,Electoral,Maldives,0.174,0.73,0.116
2021,2022 - 2023,Electoral,Mali,0.691,0.22,0.287
2021,2022 - 2023,Electoral,Mauritania,0.096,0.81,0.104
2021,2022 - 2023,Electoral,Mauritius,0.08,0.817,0.112
2021,2022 - 2023,Electoral,Mexico,0.059,0.837,0.112
2021,2022 - 2023,Electoral,Moldova,0.003,0.982,0.015
2021,2022 - 2023,Electoral,Mongolia,0.016,0.967,0.017
2021,2022 - 2023,Electoral,Montenegro,0.128,0.791,0.092
2021,2022 - 2023,Electoral,Morocco,0.05,0.92,0.032
2021,2022 - 2023,Electoral,Mozambique,0.079,0.881,0.044
2021,2022 - 2023,Electoral,Myanmar,0.366,0.45,0.291
2021,2022 - 2023,Electoral,Namibia,0.01,0.977,0.014
2021,2022 - 2023,Electoral,Nepal,0.008,0.938,0.055
2021,2022 - 2023,Electoral,Netherlands,0,0.997,0.004
2021,2022 - 2023,Electoral,New Zealand,0,0.992,0.008
2021,2022 - 2023,Electoral,Nicaragua,0.194,0.646,0.199
2021,2022 - 2023,Electoral,Niger,0.046,0.892,0.066
2021,2022 - 2023,Electoral,Nigeria,0.084,0.798,0.128
2021,2022 - 2023,Electoral,North Korea,0.045,0.939,0.017
2021,2022 - 2023,Electoral,North Macedonia,0.004,0.986,0.011
2021,2022 - 2023,Electoral,Norway,0,0.981,0.02
2021,2022 - 2023,Electoral,Oman,0.013,0.974,0.014
2021,2022 - 2023,Electoral,Pakistan,0.153,0.762,0.1
2021,2022 - 2023,Electoral,Panama,0.014,0.973,0.013
2021,2022 - 2023,Electoral,Papua New Guinea,0.052,0.881,0.071
2021,2022 - 2023,Electoral,Paraguay,0.008,0.958,0.034
2021,2022 - 2023,Electoral,Peru,0.043,0.895,0.066
2021,2022 - 2023,Electoral,Philippines,0.076,0.84,0.091
2021,2022 - 2023,Electoral,Poland,0.029,0.469,0.516
2021,2022 - 2023,Electoral,Portugal,0,0.996,0.004
2021,2022 - 2023,Electoral,Qatar,0.589,0.406,0.013
2021,2022 - 2023,Electoral,Romania,0.002,0.974,0.024
2021,2022 - 2023,Electoral,Russia,0.072,0.902,0.028
2021,2022 - 2023,Electoral,Rwanda,0.06,0.893,0.05
2021,2022 - 2023,Electoral,Saudi Arabia,0.011,0.989,0
2021,2022 - 2023,Electoral,Senegal,0.01,0.982,0.008
2021,2022 - 2023,Electoral,Serbia,0.126,0.853,0.023
2021,2022 - 2023,Electoral,Sierra Leone,0.022,0.933,0.046
2021,2022 - 2023,Electoral,Singapore,0.054,0.862,0.088
2021,2022 - 2023,Electoral,Slovakia,0,0.993,0.007
2021,2022 - 2023,Electoral,Slovenia,0.028,0.812,0.164
2021,2022 - 2023,Electoral,Solomon Islands,0.001,0.973,0.026
2021,2022 - 2023,Electoral,Somalia,0.292,0.562,0.206
2021,2022 - 2023,Electoral,South Africa,0.005,0.978,0.016
2021,2022 - 2023,Electoral,South Korea,0,0.992,0.008
2021,2022 - 2023,Electoral,South Sudan,0.252,0.549,0.266
2021,2022 - 2023,Electoral,Spain,0,0.999,0.001
2021,2022 - 2023,Electoral,Sri Lanka,0.068,0.86,0.078
2021,2022 - 2023,Electoral,Sudan,0.375,0.519,0.17
2021,2022 - 2023,Electoral,Surinam,0.014,0.941,0.046
2021,2022 - 2023,Electoral,Swaziland,0.055,0.927,0.019
2021,2022 - 2023,Electoral,Sweden,0,1,0
2021,2022 - 2023,Electoral,Switzerland,0,1,0
2021,2022 - 2023,Electoral,Syria,0.18,0.732,0.108
2021,2022 - 2023,Electoral,Taiwan,0,0.991,0.009
2021,2022 - 2023,Electoral,Tajikistan,0.045,0.9,0.057
2021,2022 - 2023,Electoral,Tanzania,0.19,0.767,0.053
2021,2022 - 2023,Electoral,Thailand,0.219,0.592,0.242
2021,2022 - 2023,Electoral,Togo,0.125,0.734,0.161
2021,2022 - 2023,Electoral,Trinidad and Tobago,0,0.992,0.008
2021,2022 - 2023,Electoral,Tunisia,0.369,0.531,0.159
2021,2022 - 2023,Electoral,Turkey,0.102,0.822,0.085
2021,2022 - 2023,Electoral,Turkmenistan,0.018,0.964,0.018
2021,2022 - 2023,Electoral,Uganda,0.104,0.84,0.062
2021,2022 - 2023,Electoral,UK,0,0.976,0.024
2021,2022 - 2023,Electoral,Ukraine,0.086,0.843,0.078
2021,2022 - 2023,Electoral,United Arab Emirates,0.036,0.951,0.013
2021,2022 - 2023,Electoral,Uruguay,0,0.992,0.009
2021,2022 - 2023,Electoral,USA,0.035,0.946,0.019
2021,2022 - 2023,Electoral,Uzbekistan,0.19,0.776,0.043
2021,2022 - 2023,Electoral,Venezuela,0.201,0.579,0.275
2021,2022 - 2023,Electoral,Vietnam,0.121,0.837,0.048
2021,2022 - 2023,Electoral,Yemen,0.106,0.807,0.098
2021,2022 - 2023,Electoral,Zambia,0.302,0.545,0.22
2021,2022 - 2023,Electoral,Zimbabwe,0.074,0.864,0.067
2021,2022 - 2023,Governing,Afghanistan,0.321,0.474,0.302
2021,2022 - 2023,Governing,Albania,0.122,0.705,0.196
2021,2022 - 2023,Governing,Algeria,0.176,0.696,0.155
2021,2022 - 2023,Governing,Angola,0.621,0.264,0.304
2021,2022 - 2023,Governing,Argentina,0.243,0.655,0.135
2021,2022 - 2023,Governing,Armenia,0.262,0.618,0.163
2021,2022 - 2023,Governing,Australia,0,0.951,0.05
2021,2022 - 2023,Governing,Austria,0.052,0.834,0.12
2021,2022 - 2023,Governing,Azerbaijan,0.105,0.876,0.021
2021,2022 - 2023,Governing,Bangladesh,0.118,0.795,0.098
2021,2022 - 2023,Governing,Barbados,0.02,0.957,0.023
2021,2022 - 2023,Governing,Belarus,0.249,0.751,0
2021,2022 - 2023,Governing,Belgium,0.012,0.952,0.037
2021,2022 - 2023,Governing,Benin,0.37,0.302,0.52
2021,2022 - 2023,Governing,Bhutan,0.11,0.54,0.393
2021,2022 - 2023,Governing,Bolivia,0.35,0.365,0.438
2021,2022 - 2023,Governing,Bosnia-Herzegovina,0.146,0.76,0.11
2021,2022 - 2023,Governing,Botswana,0.146,0.578,0.323
2021,2022 - 2023,Governing,Brazil,0.466,0.355,0.334
2021,2022 - 2023,Governing,Bulgaria,0.074,0.749,0.191
2021,2022 - 2023,Governing,Burkina Faso,0.179,0.677,0.176
2021,2022 - 2023,Governing,Burundi,0.262,0.601,0.186
2021,2022 - 2023,Governing,Cambodia,0.14,0.77,0.105
2021,2022 - 2023,Governing,Cameroon,0.117,0.832,0.058
2021,2022 - 2023,Governing,Canada,0.048,0.435,0.543
2021,2022 - 2023,Governing,Cape Verde,0.044,0.893,0.066
2021,2022 - 2023,Governing,CAR,0.451,0.349,0.364
2021,2022 - 2023,Governing,Chad,0.304,0.613,0.119
2021,2022 - 2023,Governing,Chile,0,0.845,0.155
2021,2022 - 2023,Governing,China,0.044,0.921,0.036
2021,2022 - 2023,Governing,Colombia,0.22,0.593,0.239
2021,2022 - 2023,Governing,Comoros,0.254,0.382,0.487
2021,2022 - 2023,Governing,Congo,0.455,0.49,0.101
2021,2022 - 2023,Governing,Costa Rica,0,0.949,0.051
2021,2022 - 2023,Governing,Cote D'Ivoire,0.241,0.542,0.286
2021,2022 - 2023,Governing,Croatia,0.047,0.854,0.105
2021,2022 - 2023,Governing,Cuba,0.218,0.729,0.068
2021,2022 - 2023,Governing,Cyprus,0.426,0.343,0.402
2021,2022 - 2023,Governing,Czech Republic,0.086,0.803,0.122
2021,2022 - 2023,Governing,Denmark,0,0.952,0.048
2021,2022 - 2023,Governing,Djibouti,0.075,0.868,0.062
2021,2022 - 2023,Governing,Dominican Republic,0.425,0.438,0.239
2021,2022 - 2023,Governing,DR Congo,0.384,0.503,0.183
2021,2022 - 2023,Governing,East Timor,0.102,0.836,0.07
2021,2022 - 2023,Governing,Ecuador,0.542,0.27,0.411
2021,2022 - 2023,Governing,Egypt,0.444,0.505,0.092
2021,2022 - 2023,Governing,El Salvador,0.458,0.313,0.422
2021,2022 - 2023,Governing,Equatorial Guinea,0.022,0.966,0.012
2021,2022 - 2023,Governing,Eritrea,0.043,0.958,0
2021,2022 - 2023,Governing,Estonia,0,0.98,0.02
2021,2022 - 2023,Governing,Ethiopia,0.324,0.479,0.292
2021,2022 - 2023,Governing,Fiji,0.399,0.468,0.22
2021,2022 - 2023,Governing,Finland,0,0.974,0.026
2021,2022 - 2023,Governing,France,0.024,0.849,0.13
2021,2022 - 2023,Governing,Gabon,0.254,0.527,0.293
2021,2022 - 2023,Governing,Gambia,0.302,0.627,0.102
2021,2022 - 2023,Governing,Georgia,0.209,0.7,0.114
2021,2022 - 2023,Governing,Germany,0,0.969,0.031
2021,2022 - 2023,Governing,Ghana,0.086,0.833,0.089
2021,2022 - 2023,Governing,Greece,0.148,0.545,0.361
2021,2022 - 2023,Governing,Guatemala,0.278,0.356,0.507
2021,2022 - 2023,Governing,Guinea,0.3,0.603,0.139
2021,2022 - 2023,Governing,Guinea-Bissau,0.237,0.663,0.131
2021,2022 - 2023,Governing,Guyana,0.197,0.708,0.119
2021,2022 - 2023,Governing,Haiti,0.295,0.512,0.274
2021,2022 - 2023,Governing,Honduras,0.264,0.632,0.142
2021,2022 - 2023,Governing,Hungary,0.206,0.645,0.188
2021,2022 - 2023,Governing,Iceland,0.018,0.912,0.072
2021,2022 - 2023,Governing,India,0.384,0.503,0.184
2021,2022 - 2023,Governing,Indonesia,0.217,0.295,0.623
2021,2022 - 2023,Governing,Iran,0.254,0.532,0.287
2021,2022 - 2023,Governing,Iraq,0.198,0.544,0.322
2021,2022 - 2023,Governing,Ireland,0.009,0.97,0.021
2021,2022 - 2023,Governing,Israel,0,0.948,0.052
2021,2022 - 2023,Governing,Italy,0,0.933,0.066
2021,2022 - 2023,Governing,Jamaica,0.015,0.969,0.016
2021,2022 - 2023,Governing,Japan,0.02,0.929,0.052
2021,2022 - 2023,Governing,Jordan,0.095,0.823,0.091
2021,2022 - 2023,Governing,Kazakhstan,0.126,0.837,0.043
2021,2022 - 2023,Governing,Kenya,0.084,0.752,0.179
2021,2022 - 2023,Governing,Kosovo,0.118,0.817,0.074
2021,2022 - 2023,Governing,Kuwait,0.038,0.887,0.078
2021,2022 - 2023,Governing,Kyrgyzstan,0.332,0.46,0.312
2021,2022 - 2023,Governing,Laos,0.453,0.36,0.341
2021,2022 - 2023,Governing,Latvia,0.021,0.945,0.034
2021,2022 - 2023,Governing,Lebanon,0.126,0.755,0.136
2021,2022 - 2023,Governing,Lesotho,0.198,0.701,0.126
2021,2022 - 2023,Governing,Liberia,0.402,0.476,0.206
2021,2022 - 2023,Governing,Libya,0.19,0.563,0.306
2021,2022 - 2023,Governing,Lithuania,0,0.932,0.068
2021,2022 - 2023,Governing,Luxembourg,0,0.967,0.033
2021,2022 - 2023,Governing,Madagascar,0.28,0.364,0.494
2021,2022 - 2023,Governing,Malawi,0.149,0.722,0.152
2021,2022 - 2023,Governing,Malaysia,0.44,0.294,0.475
2021,2022 - 2023,Governing,Maldives,0.397,0.435,0.279
2021,2022 - 2023,Governing,Mali,0.488,0.304,0.406
2021,2022 - 2023,Governing,Mauritania,0.447,0.424,0.232
2021,2022 - 2023,Governing,Mauritius,0.17,0.59,0.29
2021,2022 - 2023,Governing,Mexico,0.294,0.343,0.514
2021,2022 - 2023,Governing,Moldova,0.13,0.751,0.137
2021,2022 - 2023,Governing,Mongolia,0.329,0.434,0.353
2021,2022 - 2023,Governing,Montenegro,0.35,0.544,0.163
2021,2022 - 2023,Governing,Morocco,0.12,0.813,0.076
2021,2022 - 2023,Governing,Mozambique,0.168,0.474,0.43
2021,2022 - 2023,Governing,Myanmar,0.373,0.437,0.302
2021,2022 - 2023,Governing,Namibia,0.072,0.854,0.079
2021,2022 - 2023,Governing,Nepal,0.144,0.572,0.332
2021,2022 - 2023,Governing,Netherlands,0,0.929,0.071
2021,2022 - 2023,Governing,New Zealand,0,0.984,0.016
2021,2022 - 2023,Governing,Nicaragua,0.333,0.667,0
2021,2022 - 2023,Governing,Niger,0.123,0.759,0.134
2021,2022 - 2023,Governing,Nigeria,0.303,0.416,0.403
2021,2022 - 2023,Governing,North Korea,0.022,0.961,0.018
2021,2022 - 2023,Governing,North Macedonia,0.129,0.746,0.143
2021,2022 - 2023,Governing,Norway,0,0.875,0.125
2021,2022 - 2023,Governing,Oman,0.016,0.966,0.018
2021,2022 - 2023,Governing,Pakistan,0.284,0.603,0.158
2021,2022 - 2023,Governing,Panama,0.094,0.82,0.095
2021,2022 - 2023,Governing,Papua New Guinea,0.083,0.825,0.101
2021,2022 - 2023,Governing,Paraguay,0.517,0.399,0.174
2021,2022 - 2023,Governing,Peru,0,0.768,0.232
2021,2022 - 2023,Governing,Philippines,0.173,0.648,0.216
2021,2022 - 2023,Governing,Poland,0.34,0.208,0.684
2021,2022 - 2023,Governing,Portugal,0,0.929,0.071
2021,2022 - 2023,Governing,Qatar,0.011,0.985,0.004
2021,2022 - 2023,Governing,Romania,0.256,0.579,0.222
2021,2022 - 2023,Governing,Russia,0.138,0.81,0.06
2021,2022 - 2023,Governing,Rwanda,0.083,0.866,0.056
2021,2022 - 2023,Governing,Saudi Arabia,0.01,0.967,0.024
2021,2022 - 2023,Governing,Senegal,0.1,0.831,0.076
2021,2022 - 2023,Governing,Serbia,0.218,0.45,0.425
2021,2022 - 2023,Governing,Sierra Leone,0.484,0.461,0.106
2021,2022 - 2023,Governing,Singapore,0.171,0.766,0.076
2021,2022 - 2023,Governing,Slovakia,0,0.947,0.054
2021,2022 - 2023,Governing,Slovenia,0.218,0.467,0.402
2021,2022 - 2023,Governing,Solomon Islands,0.084,0.537,0.414
2021,2022 - 2023,Governing,Somalia,0.168,0.32,0.615
2021,2022 - 2023,Governing,South Africa,0.041,0.829,0.136
2021,2022 - 2023,Governing,South Korea,0,0.961,0.039
2021,2022 - 2023,Governing,South Sudan,0.26,0.575,0.224
2021,2022 - 2023,Governing,Spain,0.082,0.86,0.064
2021,2022 - 2023,Governing,Sri Lanka,0.429,0.394,0.31
2021,2022 - 2023,Governing,Sudan,0.398,0.45,0.252
2021,2022 - 2023,Governing,Surinam,0.098,0.813,0.098
2021,2022 - 2023,Governing,Swaziland,0.059,0.906,0.038
2021,2022 - 2023,Governing,Sweden,0,0.989,0.011
2021,2022 - 2023,Governing,Switzerland,0,0.984,0.016
2021,2022 - 2023,Governing,Syria,0.364,0.602,0.053
2021,2022 - 2023,Governing,Taiwan,0.029,0.884,0.089
2021,2022 - 2023,Governing,Tajikistan,0.104,0.874,0.024
2021,2022 - 2023,Governing,Tanzania,0.179,0.529,0.355
2021,2022 - 2023,Governing,Thailand,0.484,0.391,0.242
2021,2022 - 2023,Governing,Togo,0.436,0.388,0.313
2021,2022 - 2023,Governing,Trinidad and Tobago,0.019,0.936,0.046
2021,2022 - 2023,Governing,Tunisia,0,0.792,0.208
2021,2022 - 2023,Governing,Turkey,0.803,0.175,0.113
2021,2022 - 2023,Governing,Turkmenistan,0.267,0.711,0.029
2021,2022 - 2023,Governing,Uganda,0.222,0.595,0.235
2021,2022 - 2023,Governing,UK,0,0.921,0.079
2021,2022 - 2023,Governing,Ukraine,0.335,0.452,0.321
2021,2022 - 2023,Governing,United Arab Emirates,0.014,0.359,0.636
2021,2022 - 2023,Governing,Uruguay,0.021,0.922,0.058
2021,2022 - 2023,Governing,USA,0.064,0.654,0.301
2021,2022 - 2023,Governing,Uzbekistan,0.55,0.438,0.025
2021,2022 - 2023,Governing,Venezuela,0.345,0.325,0.504
2021,2022 - 2023,Governing,Vietnam,0.324,0.362,0.464
2021,2022 - 2023,Governing,Yemen,0.159,0.413,0.509
2021,2022 - 2023,Governing,Zambia,0.393,0.382,0.371
2021,2022 - 2023,Governing,Zimbabwe,0.22,0.513,0.342
2021,2022 - 2023,Individual,Afghanistan,0.318,0.475,0.304
2021,2022 - 2023,Individual,Albania,0.11,0.735,0.174
2021,2022 - 2023,Individual,Algeria,0.267,0.536,0.269
2021,2022 - 2023,Individual,Angola,0.304,0.623,0.106
2021,2022 - 2023,Individual,Argentina,0.057,0.815,0.136
2021,2022 - 2023,Individual,Armenia,0.189,0.628,0.226
2021,2022 - 2023,Individual,Australia,0.006,0.986,0.007
2021,2022 - 2023,Individual,Austria,0.016,0.892,0.094
2021,2022 - 2023,Individual,Azerbaijan,0.234,0.606,0.209
2021,2022 - 2023,Individual,Bangladesh,0.131,0.223,0.744
2021,2022 - 2023,Individual,Barbados,0.005,0.976,0.02
2021,2022 - 2023,Individual,Belarus,0.367,0.426,0.328
2021,2022 - 2023,Individual,Belgium,0,0.998,0.002
2021,2022 - 2023,Individual,Benin,0.317,0.326,0.522
2021,2022 - 2023,Individual,Bhutan,0.16,0.783,0.068
2021,2022 - 2023,Individual,Bolivia,0.252,0.429,0.426
2021,2022 - 2023,Individual,Bosnia-Herzegovina,0.21,0.633,0.198
2021,2022 - 2023,Individual,Botswana,0.094,0.823,0.091
2021,2022 - 2023,Individual,Brazil,0.205,0.19,0.761
2021,2022 - 2023,Individual,Bulgaria,0.051,0.768,0.192
2021,2022 - 2023,Individual,Burkina Faso,0.163,0.633,0.244
2021,2022 - 2023,Individual,Burundi,0.389,0.551,0.099
2021,2022 - 2023,Individual,Cambodia,0.162,0.376,0.551
2021,2022 - 2023,Individual,Cameroon,0.168,0.586,0.296
2021,2022 - 2023,Individual,Canada,0,0.96,0.04
2021,2022 - 2023,Individual,Cape Verde,0.056,0.841,0.109
2021,2022 - 2023,Individual,CAR,0.378,0.475,0.237
2021,2022 - 2023,Individual,Chad,0.108,0.851,0.046
2021,2022 - 2023,Individual,Chile,0.045,0.652,0.318
2021,2022 - 2023,Individual,China,0.16,0.804,0.043
2021,2022 - 2023,Individual,Colombia,0.28,0.313,0.565
2021,2022 - 2023,Individual,Comoros,0.259,0.56,0.244
2021,2022 - 2023,Individual,Congo,0.55,0.298,0.338
2021,2022 - 2023,Individual,Costa Rica,0,0.98,0.02
2021,2022 - 2023,Individual,Cote D'Ivoire,0.248,0.451,0.4
2021,2022 - 2023,Individual,Croatia,0.057,0.585,0.38
2021,2022 - 2023,Individual,Cuba,0.238,0.384,0.496
2021,2022 - 2023,Individual,Cyprus,0.049,0.902,0.052
2021,2022 - 2023,Individual,Czech Republic,0.021,0.904,0.076
2021,2022 - 2023,Individual,Denmark,0,0.978,0.022
2021,2022 - 2023,Individual,Djibouti,0.114,0.812,0.083
2021,2022 - 2023,Individual,Dominican Republic,0.22,0.58,0.256
2021,2022 - 2023,Individual,DR Congo,0.322,0.534,0.213
2021,2022 - 2023,Individual,East Timor,0.309,0.312,0.548
2021,2022 - 2023,Individual,Ecuador,0.112,0.654,0.264
2021,2022 - 2023,Individual,Egypt,0.521,0.452,0.056
2021,2022 - 2023,Individual,El Salvador,0.418,0.314,0.46
2021,2022 - 2023,Individual,Equatorial Guinea,0.063,0.902,0.038
2021,2022 - 2023,Individual,Eritrea,0.092,0.908,0
2021,2022 - 2023,Individual,Estonia,0,0.991,0.009
2021,2022 - 2023,Individual,Ethiopia,0.444,0.342,0.384
2021,2022 - 2023,Individual,Fiji,0.278,0.55,0.238
2021,2022 - 2023,Individual,Finland,0,0.99,0.011
2021,2022 - 2023,Individual,France,0.009,0.901,0.092
2021,2022 - 2023,Individual,Gabon,0.17,0.709,0.146
2021,2022 - 2023,Individual,Gambia,0.19,0.707,0.126
2021,2022 - 2023,Individual,Georgia,0.15,0.734,0.137
2021,2022 - 2023,Individual,Germany,0,0.997,0.004
2021,2022 - 2023,Individual,Ghana,0.052,0.801,0.155
2021,2022 - 2023,Individual,Greece,0.047,0.893,0.062
2021,2022 - 2023,Individual,Guatemala,0.196,0.669,0.168
2021,2022 - 2023,Individual,Guinea,0.334,0.365,0.452
2021,2022 - 2023,Individual,Guinea-Bissau,0.465,0.467,0.126
2021,2022 - 2023,Individual,Guyana,0.202,0.642,0.194
2021,2022 - 2023,Individual,Haiti,0.28,0.467,0.352
2021,2022 - 2023,Individual,Honduras,0.302,0.623,0.107
2021,2022 - 2023,Individual,Hungary,0.116,0.703,0.204
2021,2022 - 2023,Individual,Iceland,0,0.971,0.029
2021,2022 - 2023,Individual,India,0.213,0.271,0.656
2021,2022 - 2023,Individual,Indonesia,0.192,0.346,0.573
2021,2022 - 2023,Individual,Iran,0.261,0.476,0.357
2021,2022 - 2023,Individual,Iraq,0.278,0.41,0.433
2021,2022 - 2023,Individual,Ireland,0,0.967,0.034
2021,2022 - 2023,Individual,Israel,0.021,0.961,0.018
2021,2022 - 2023,Individual,Italy,0.008,0.963,0.029
2021,2022 - 2023,Individual,Jamaica,0.023,0.958,0.02
2021,2022 - 2023,Individual,Japan,0,0.963,0.037
2021,2022 - 2023,Individual,Jordan,0.314,0.631,0.08
2021,2022 - 2023,Individual,Kazakhstan,0.33,0.53,0.209
2021,2022 - 2023,Individual,Kenya,0.274,0.618,0.149
2021,2022 - 2023,Individual,Kosovo,0.283,0.581,0.19
2021,2022 - 2023,Individual,Kuwait,0.07,0.887,0.046
2021,2022 - 2023,Individual,Kyrgyzstan,0.28,0.537,0.254
2021,2022 - 2023,Individual,Laos,0.357,0.634,0.015
2021,2022 - 2023,Individual,Latvia,0,0.97,0.03
2021,2022 - 2023,Individual,Lebanon,0.318,0.583,0.146
2021,2022 - 2023,Individual,Lesotho,0.384,0.478,0.223
2021,2022 - 2023,Individual,Liberia,0.132,0.619,0.287
2021,2022 - 2023,Individual,Libya,0.22,0.653,0.163
2021,2022 - 2023,Individual,Lithuania,0.004,0.936,0.06
2021,2022 - 2023,Individual,Luxembourg,0,0.992,0.009
2021,2022 - 2023,Individual,Madagascar,0.3,0.627,0.104
2021,2022 - 2023,Individual,Malawi,0.257,0.622,0.164
2021,2022 - 2023,Individual,Malaysia,0.433,0.471,0.17
2021,2022 - 2023,Individual,Maldives,0.472,0.368,0.302
2021,2022 - 2023,Individual,Mali,0.481,0.396,0.238
2021,2022 - 2023,Individual,Mauritania,0.35,0.383,0.411
2021,2022 - 2023,Individual,Mauritius,0.326,0.489,0.274
2021,2022 - 2023,Individual,Mexico,0.175,0.61,0.26
2021,2022 - 2023,Individual,Moldova,0.106,0.706,0.211
2021,2022 - 2023,Individual,Mongolia,0.068,0.804,0.137
2021,2022 - 2023,Individual,Montenegro,0.425,0.312,0.457
2021,2022 - 2023,Individual,Morocco,0.076,0.845,0.086
2021,2022 - 2023,Individual,Mozambique,0.198,0.607,0.244
2021,2022 - 2023,Individual,Myanmar,0.431,0.477,0.162
2021,2022 - 2023,Individual,Namibia,0.046,0.832,0.128
2021,2022 - 2023,Individual,Nepal,0.116,0.625,0.293
2021,2022 - 2023,Individual,Netherlands,0,0.987,0.013
2021,2022 - 2023,Individual,New Zealand,0,0.998,0.002
2021,2022 - 2023,Individual,Nicaragua,0.33,0.303,0.548
2021,2022 - 2023,Individual,Niger,0.138,0.758,0.121
2021,2022 - 2023,Individual,Nigeria,0.24,0.62,0.183
2021,2022 - 2023,Individual,North Korea,0.057,0.943,0
2021,2022 - 2023,Individual,North Macedonia,0.086,0.783,0.144
2021,2022 - 2023,Individual,Norway,0.044,0.909,0.05
2021,2022 - 2023,Individual,Oman,0.03,0.949,0.021
2021,2022 - 2023,Individual,Pakistan,0.257,0.305,0.589
2021,2022 - 2023,Individual,Panama,0.102,0.686,0.236
2021,2022 - 2023,Individual,Papua New Guinea,0.114,0.826,0.068
2021,2022 - 2023,Individual,Paraguay,0.125,0.378,0.568
2021,2022 - 2023,Individual,Peru,0.11,0.644,0.276
2021,2022 - 2023,Individual,Philippines,0.218,0.491,0.372
2021,2022 - 2023,Individual,Poland,0.21,0.259,0.672
2021,2022 - 2023,Individual,Portugal,0.01,0.842,0.15
2021,2022 - 2023,Individual,Qatar,0.061,0.249,0.735
2021,2022 - 2023,Individual,Romania,0.078,0.674,0.27
2021,2022 - 2023,Individual,Russia,0.194,0.678,0.159
2021,2022 - 2023,Individual,Rwanda,0.43,0.293,0.485
2021,2022 - 2023,Individual,Saudi Arabia,0.049,0.91,0.043
2021,2022 - 2023,Individual,Senegal,0.222,0.712,0.086
2021,2022 - 2023,Individual,Serbia,0.194,0.62,0.23
2021,2022 - 2023,Individual,Sierra Leone,0.549,0.406,0.101
2021,2022 - 2023,Individual,Singapore,0.058,0.885,0.062
2021,2022 - 2023,Individual,Slovakia,0.014,0.951,0.035
2021,2022 - 2023,Individual,Slovenia,0.192,0.412,0.49
2021,2022 - 2023,Individual,Solomon Islands,0.048,0.883,0.072
2021,2022 - 2023,Individual,Somalia,0.272,0.437,0.4
2021,2022 - 2023,Individual,South Africa,0.06,0.767,0.184
2021,2022 - 2023,Individual,South Korea,0.01,0.974,0.016
2021,2022 - 2023,Individual,South Sudan,0.422,0.453,0.216
2021,2022 - 2023,Individual,Spain,0,0.952,0.048
2021,2022 - 2023,Individual,Sri Lanka,0.434,0.373,0.341
2021,2022 - 2023,Individual,Sudan,0.49,0.343,0.328
2021,2022 - 2023,Individual,Surinam,0.09,0.741,0.186
2021,2022 - 2023,Individual,Swaziland,0.347,0.271,0.585
2021,2022 - 2023,Individual,Sweden,0,0.976,0.024
2021,2022 - 2023,Individual,Switzerland,0,0.996,0.004
2021,2022 - 2023,Individual,Syria,0.195,0.731,0.093
2021,2022 - 2023,Individual,Taiwan,0,0.951,0.05
2021,2022 - 2023,Individual,Tajikistan,0.118,0.776,0.12
2021,2022 - 2023,Individual,Tanzania,0.326,0.386,0.428
2021,2022 - 2023,Individual,Thailand,0.312,0.293,0.574
2021,2022 - 2023,Individual,Togo,0.463,0.401,0.253
2021,2022 - 2023,Individual,Trinidad and Tobago,0.015,0.69,0.299
2021,2022 - 2023,Individual,Tunisia,0.312,0.559,0.188
2021,2022 - 2023,Individual,Turkey,0.178,0.691,0.158
2021,2022 - 2023,Individual,Turkmenistan,0.052,0.931,0.018
2021,2022 - 2023,Individual,Uganda,0.314,0.278,0.595
2021,2022 - 2023,Individual,UK,0.022,0.939,0.04
2021,2022 - 2023,Individual,Ukraine,0.553,0.358,0.2
2021,2022 - 2023,Individual,United Arab Emirates,0.12,0.679,0.228
2021,2022 - 2023,Individual,Uruguay,0.005,0.945,0.05
2021,2022 - 2023,Individual,USA,0.031,0.846,0.127
2021,2022 - 2023,Individual,Uzbekistan,0.543,0.405,0.112
2021,2022 - 2023,Individual,Venezuela,0.543,0.234,0.488
2021,2022 - 2023,Individual,Vietnam,0.34,0.451,0.316
2021,2022 - 2023,Individual,Yemen,0.193,0.659,0.184
2021,2022 - 2023,Individual,Zambia,0.383,0.312,0.495
2021,2022 - 2023,Individual,Zimbabwe,0.539,0.173,0.624
2021,2022 - 2023,Informational,Afghanistan,0.364,0.412,0.352
2021,2022 - 2023,Informational,Albania,0.21,0.49,0.38
2021,2022 - 2023,Informational,Algeria,0.23,0.526,0.316
2021,2022 - 2023,Informational,Angola,0.3,0.372,0.468
2021,2022 - 2023,Informational,Argentina,0.275,0.463,0.361
2021,2022 - 2023,Informational,Armenia,0.166,0.603,0.277
2021,2022 - 2023,Informational,Australia,0.012,0.964,0.025
2021,2022 - 2023,Informational,Austria,0.053,0.772,0.184
2021,2022 - 2023,Informational,Azerbaijan,0.147,0.775,0.092
2021,2022 - 2023,Informational,Bangladesh,0.146,0.736,0.138
2021,2022 - 2023,Informational,Barbados,0.044,0.94,0.016
2021,2022 - 2023,Informational,Belarus,0.361,0.488,0.236
2021,2022 - 2023,Informational,Belgium,0,0.992,0.009
