From_Year,For_Years,Space,Country,p_up,p_same,p_down
2021,2022 - 2023,Electoral,Luxembourg,0,0.999,0.001
2021,2022 - 2023,Electoral,Madagascar,0.03,0.923,0.048
2021,2022 - 2023,Electoral,Malawi,0.202,0.763,0.044
2021,2022 - 2023,Electoral,Malaysia,0.116,0.851,0.038
2021,2022 - 2023,Electoral,Maldives,0.074,0.839,0.093
2021,2022 - 2023,Electoral,Mali,0.757,0.182,0.249
2021,2022 - 2023,Electoral,Mauritania,0.054,0.861,0.09
2021,2022 - 2023,Electoral,Mauritius,0.039,0.875,0.09
2021,2022 - 2023,Electoral,Mexico,0.034,0.886,0.082
2021,2022 - 2023,Electoral,Moldova,0.004,0.974,0.022
2021,2022 - 2023,Electoral,Mongolia,0.007,0.985,0.008
2021,2022 - 2023,Electoral,Montenegro,0.082,0.86,0.063
2021,2022 - 2023,Electoral,Morocco,0.023,0.956,0.022
2021,2022 - 2023,Electoral,Mozambique,0.035,0.932,0.034
2021,2022 - 2023,Electoral,Myanmar,0.373,0.452,0.28
2021,2022 - 2023,Electoral,Namibia,0.012,0.968,0.02
2021,2022 - 2023,Electoral,Nepal,0.009,0.945,0.046
2021,2022 - 2023,Electoral,Netherlands,0,0.999,0.001
2021,2022 - 2023,Electoral,New Zealand,0,0.985,0.015
2021,2022 - 2023,Electoral,Nicaragua,0.147,0.713,0.164
2021,2022 - 2023,Electoral,Niger,0.043,0.906,0.054
2021,2022 - 2023,Electoral,Nigeria,0.093,0.801,0.117
2021,2022 - 2023,Electoral,North Korea,0.052,0.932,0.017
2021,2022 - 2023,Electoral,North Macedonia,0.002,0.989,0.009
2021,2022 - 2023,Electoral,Norway,0,0.966,0.034
2021,2022 - 2023,Electoral,Oman,0.007,0.984,0.009
2021,2022 - 2023,Electoral,Pakistan,0.127,0.781,0.105
2021,2022 - 2023,Electoral,Panama,0,0.986,0.014
2021,2022 - 2023,Electoral,Papua New Guinea,0.048,0.888,0.067
2021,2022 - 2023,Electoral,Paraguay,0.007,0.959,0.034
2021,2022 - 2023,Electoral,Peru,0.045,0.911,0.046
2021,2022 - 2023,Electoral,Philippines,0.04,0.872,0.091
2021,2022 - 2023,Electoral,Poland,0.019,0.943,0.038
2021,2022 - 2023,Electoral,Portugal,0,0.996,0.004
2021,2022 - 2023,Electoral,Qatar,0.541,0.448,0.023
2021,2022 - 2023,Electoral,Romania,0.002,0.979,0.02
2021,2022 - 2023,Electoral,Russia,0.057,0.915,0.03
2021,2022 - 2023,Electoral,Rwanda,0.022,0.95,0.028
2021,2022 - 2023,Electoral,Saudi Arabia,0.013,0.987,0
2021,2022 - 2023,Electoral,Senegal,0.004,0.987,0.009
2021,2022 - 2023,Electoral,Serbia,0.061,0.923,0.017
2021,2022 - 2023,Electoral,Sierra Leone,0.018,0.961,0.021
2021,2022 - 2023,Electoral,Singapore,0.032,0.89,0.08
2021,2022 - 2023,Electoral,Slovakia,0,0.993,0.007
2021,2022 - 2023,Electoral,Slovenia,0.027,0.86,0.116
2021,2022 - 2023,Electoral,Solomon Islands,0.004,0.97,0.027
2021,2022 - 2023,Electoral,Somalia,0.309,0.549,0.205
2021,2022 - 2023,Electoral,South Africa,0.004,0.98,0.016
2021,2022 - 2023,Electoral,South Korea,0,0.978,0.022
2021,2022 - 2023,Electoral,South Sudan,0.233,0.618,0.194
2021,2022 - 2023,Electoral,Spain,0,0.999,0.002
2021,2022 - 2023,Electoral,Sri Lanka,0.051,0.885,0.067
2021,2022 - 2023,Electoral,Sudan,0.402,0.535,0.106
2021,2022 - 2023,Electoral,Surinam,0.003,0.969,0.028
2021,2022 - 2023,Electoral,Swaziland,0.016,0.958,0.026
2021,2022 - 2023,Electoral,Sweden,0,1,0
2021,2022 - 2023,Electoral,Switzerland,0,1,0
2021,2022 - 2023,Electoral,Syria,0.145,0.767,0.102
2021,2022 - 2023,Electoral,Taiwan,0,0.981,0.02
2021,2022 - 2023,Electoral,Tajikistan,0.035,0.933,0.033
2021,2022 - 2023,Electoral,Tanzania,0.118,0.845,0.042
2021,2022 - 2023,Electoral,Thailand,0.174,0.645,0.22
2021,2022 - 2023,Electoral,Togo,0.088,0.786,0.138
2021,2022 - 2023,Electoral,Trinidad and Tobago,0,0.994,0.006
2021,2022 - 2023,Electoral,Tunisia,0.394,0.499,0.177
2021,2022 - 2023,Electoral,Turkey,0.043,0.87,0.09
2021,2022 - 2023,Electoral,Turkmenistan,0.019,0.966,0.016
2021,2022 - 2023,Electoral,Uganda,0.077,0.884,0.043
2021,2022 - 2023,Electoral,UK,0,0.966,0.034
2021,2022 - 2023,Electoral,Ukraine,0.07,0.891,0.043
2021,2022 - 2023,Electoral,United Arab Emirates,0.022,0.961,0.017
2021,2022 - 2023,Electoral,Uruguay,0,0.994,0.006
2021,2022 - 2023,Electoral,USA,0.056,0.934,0.012
2021,2022 - 2023,Electoral,Uzbekistan,0.177,0.801,0.027
2021,2022 - 2023,Electoral,Venezuela,0.207,0.645,0.187
2021,2022 - 2023,Electoral,Vietnam,0.079,0.881,0.044
2021,2022 - 2023,Electoral,Yemen,0.104,0.793,0.115
2021,2022 - 2023,Electoral,Zambia,0.212,0.712,0.097
2021,2022 - 2023,Electoral,Zimbabwe,0.044,0.89,0.068
2021,2022 - 2023,Governing,Afghanistan,0.285,0.543,0.24
2021,2022 - 2023,Governing,Albania,0.068,0.818,0.122
2021,2022 - 2023,Governing,Algeria,0.156,0.74,0.124
2021,2022 - 2023,Governing,Angola,0.35,0.492,0.244
2021,2022 - 2023,Governing,Argentina,0.159,0.761,0.094
2021,2022 - 2023,Governing,Armenia,0.271,0.64,0.122
2021,2022 - 2023,Governing,Australia,0,0.994,0.006
2021,2022 - 2023,Governing,Austria,0.013,0.948,0.04
2021,2022 - 2023,Governing,Azerbaijan,0.066,0.914,0.021
2021,2022 - 2023,Governing,Bangladesh,0.074,0.856,0.076
2021,2022 - 2023,Governing,Barbados,0.026,0.965,0.009
2021,2022 - 2023,Governing,Belarus,0.235,0.765,0
2021,2022 - 2023,Governing,Belgium,0.003,0.996,0.001
2021,2022 - 2023,Governing,Benin,0.355,0.364,0.436
2021,2022 - 2023,Governing,Bhutan,0.048,0.908,0.046
2021,2022 - 2023,Governing,Bolivia,0.358,0.467,0.272
2021,2022 - 2023,Governing,Bosnia-Herzegovina,0.12,0.831,0.055
2021,2022 - 2023,Governing,Botswana,0.123,0.602,0.313
2021,2022 - 2023,Governing,Brazil,0.334,0.491,0.262
2021,2022 - 2023,Governing,Bulgaria,0.036,0.863,0.105
2021,2022 - 2023,Governing,Burkina Faso,0.093,0.809,0.108
2021,2022 - 2023,Governing,Burundi,0.196,0.671,0.165
2021,2022 - 2023,Governing,Cambodia,0.097,0.869,0.038
2021,2022 - 2023,Governing,Cameroon,0.078,0.884,0.041
2021,2022 - 2023,Governing,Canada,0.051,0.898,0.055
2021,2022 - 2023,Governing,Cape Verde,0.014,0.931,0.056
2021,2022 - 2023,Governing,CAR,0.318,0.454,0.334
2021,2022 - 2023,Governing,Chad,0.271,0.711,0.025
2021,2022 - 2023,Governing,Chile,0,0.934,0.066
2021,2022 - 2023,Governing,China,0.044,0.929,0.028
2021,2022 - 2023,Governing,Colombia,0.144,0.742,0.134
2021,2022 - 2023,Governing,Comoros,0.214,0.709,0.098
2021,2022 - 2023,Governing,Congo,0.444,0.504,0.094
2021,2022 - 2023,Governing,Costa Rica,0,0.984,0.016
2021,2022 - 2023,Governing,Cote D'Ivoire,0.13,0.709,0.184
2021,2022 - 2023,Governing,Croatia,0.035,0.905,0.062
2021,2022 - 2023,Governing,Cuba,0.193,0.776,0.039
2021,2022 - 2023,Governing,Cyprus,0.411,0.359,0.391
2021,2022 - 2023,Governing,Czech Republic,0.028,0.881,0.093
2021,2022 - 2023,Governing,Denmark,0,0.997,0.003
2021,2022 - 2023,Governing,Djibouti,0.074,0.897,0.031
2021,2022 - 2023,Governing,Dominican Republic,0.368,0.48,0.24
2021,2022 - 2023,Governing,DR Congo,0.132,0.768,0.116
2021,2022 - 2023,Governing,East Timor,0.086,0.862,0.056
2021,2022 - 2023,Governing,Ecuador,0.546,0.275,0.395
2021,2022 - 2023,Governing,Egypt,0.095,0.827,0.087
2021,2022 - 2023,Governing,El Salvador,0.384,0.42,0.318
2021,2022 - 2023,Governing,Equatorial Guinea,0.032,0.964,0.005
2021,2022 - 2023,Governing,Eritrea,0.048,0.952,0
2021,2022 - 2023,Governing,Estonia,0,0.999,0.002
2021,2022 - 2023,Governing,Ethiopia,0.24,0.641,0.156
2021,2022 - 2023,Governing,Fiji,0.344,0.563,0.142
2021,2022 - 2023,Governing,Finland,0,0.999,0.002
2021,2022 - 2023,Governing,France,0.008,0.95,0.043
2021,2022 - 2023,Governing,Gabon,0.214,0.729,0.073
2021,2022 - 2023,Governing,Gambia,0.296,0.66,0.063
2021,2022 - 2023,Governing,Georgia,0.153,0.794,0.063
2021,2022 - 2023,Governing,Germany,0,0.994,0.006
2021,2022 - 2023,Governing,Ghana,0.028,0.925,0.048
2021,2022 - 2023,Governing,Greece,0.174,0.785,0.05
2021,2022 - 2023,Governing,Guatemala,0.222,0.507,0.348
2021,2022 - 2023,Governing,Guinea,0.209,0.731,0.076
2021,2022 - 2023,Governing,Guinea-Bissau,0.156,0.772,0.084
2021,2022 - 2023,Governing,Guyana,0.188,0.737,0.092
2021,2022 - 2023,Governing,Haiti,0.224,0.561,0.278
2021,2022 - 2023,Governing,Honduras,0.19,0.71,0.124
2021,2022 - 2023,Governing,Hungary,0.187,0.721,0.114
2021,2022 - 2023,Governing,Iceland,0.018,0.972,0.01
2021,2022 - 2023,Governing,India,0.319,0.593,0.13
2021,2022 - 2023,Governing,Indonesia,0.164,0.654,0.218
2021,2022 - 2023,Governing,Iran,0.203,0.591,0.259
2021,2022 - 2023,Governing,Iraq,0.151,0.734,0.135
2021,2022 - 2023,Governing,Ireland,0.006,0.988,0.006
2021,2022 - 2023,Governing,Israel,0,0.992,0.008
2021,2022 - 2023,Governing,Italy,0,0.986,0.014
2021,2022 - 2023,Governing,Jamaica,0.004,0.982,0.014
2021,2022 - 2023,Governing,Japan,0.018,0.97,0.012
2021,2022 - 2023,Governing,Jordan,0.06,0.883,0.06
2021,2022 - 2023,Governing,Kazakhstan,0.06,0.921,0.02
2021,2022 - 2023,Governing,Kenya,0.036,0.838,0.131
2021,2022 - 2023,Governing,Kosovo,0.106,0.835,0.066
2021,2022 - 2023,Governing,Kuwait,0.028,0.918,0.055
2021,2022 - 2023,Governing,Kyrgyzstan,0.144,0.651,0.24
2021,2022 - 2023,Governing,Laos,0.419,0.395,0.32
2021,2022 - 2023,Governing,Latvia,0.016,0.975,0.009
2021,2022 - 2023,Governing,Lebanon,0.102,0.833,0.073
2021,2022 - 2023,Governing,Lesotho,0.112,0.816,0.082
2021,2022 - 2023,Governing,Liberia,0.379,0.52,0.163
2021,2022 - 2023,Governing,Libya,0.175,0.617,0.252
2021,2022 - 2023,Governing,Lithuania,0,0.99,0.011
2021,2022 - 2023,Governing,Luxembourg,0,0.999,0.002
2021,2022 - 2023,Governing,Madagascar,0.115,0.749,0.154
2021,2022 - 2023,Governing,Malawi,0.032,0.863,0.108
2021,2022 - 2023,Governing,Malaysia,0.258,0.389,0.476
2021,2022 - 2023,Governing,Maldives,0.125,0.673,0.231
2021,2022 - 2023,Governing,Mali,0.442,0.403,0.278
2021,2022 - 2023,Governing,Mauritania,0.344,0.542,0.173
2021,2022 - 2023,Governing,Mauritius,0.1,0.685,0.239
2021,2022 - 2023,Governing,Mexico,0.256,0.598,0.196
2021,2022 - 2023,Governing,Moldova,0.059,0.797,0.152
2021,2022 - 2023,Governing,Mongolia,0.347,0.456,0.301
2021,2022 - 2023,Governing,Montenegro,0.16,0.742,0.116
2021,2022 - 2023,Governing,Morocco,0.084,0.874,0.046
2021,2022 - 2023,Governing,Mozambique,0.114,0.594,0.33
2021,2022 - 2023,Governing,Myanmar,0.343,0.507,0.229
2021,2022 - 2023,Governing,Namibia,0.038,0.9,0.065
2021,2022 - 2023,Governing,Nepal,0.04,0.853,0.112
2021,2022 - 2023,Governing,Netherlands,0,0.987,0.013
2021,2022 - 2023,Governing,New Zealand,0,0.998,0.002
2021,2022 - 2023,Governing,Nicaragua,0.294,0.706,0
2021,2022 - 2023,Governing,Niger,0.06,0.864,0.081
2021,2022 - 2023,Governing,Nigeria,0.257,0.521,0.298
2021,2022 - 2023,Governing,North Korea,0.036,0.952,0.013
2021,2022 - 2023,Governing,North Macedonia,0.088,0.869,0.047
2021,2022 - 2023,Governing,Norway,0,0.939,0.062
2021,2022 - 2023,Governing,Oman,0.015,0.971,0.015
2021,2022 - 2023,Governing,Pakistan,0.21,0.71,0.1
2021,2022 - 2023,Governing,Panama,0.062,0.885,0.056
2021,2022 - 2023,Governing,Papua New Guinea,0.057,0.892,0.054
2021,2022 - 2023,Governing,Paraguay,0.145,0.746,0.128
2021,2022 - 2023,Governing,Peru,0,0.756,0.244
2021,2022 - 2023,Governing,Philippines,0.12,0.715,0.187
2021,2022 - 2023,Governing,Poland,0.34,0.548,0.17
2021,2022 - 2023,Governing,Portugal,0,0.968,0.032
2021,2022 - 2023,Governing,Qatar,0.013,0.987,0
2021,2022 - 2023,Governing,Romania,0.275,0.585,0.194
2021,2022 - 2023,Governing,Russia,0.122,0.849,0.032
2021,2022 - 2023,Governing,Rwanda,0.072,0.887,0.044
2021,2022 - 2023,Governing,Saudi Arabia,0.007,0.99,0.003
2021,2022 - 2023,Governing,Senegal,0.058,0.894,0.051
2021,2022 - 2023,Governing,Serbia,0.152,0.576,0.321
2021,2022 - 2023,Governing,Sierra Leone,0.114,0.82,0.075
2021,2022 - 2023,Governing,Singapore,0.178,0.795,0.033
2021,2022 - 2023,Governing,Slovakia,0,0.96,0.04
2021,2022 - 2023,Governing,Slovenia,0.093,0.68,0.25
2021,2022 - 2023,Governing,Solomon Islands,0.057,0.91,0.034
2021,2022 - 2023,Governing,Somalia,0.146,0.665,0.222
2021,2022 - 2023,Governing,South Africa,0.037,0.888,0.078
2021,2022 - 2023,Governing,South Korea,0,0.983,0.018
2021,2022 - 2023,Governing,South Sudan,0.239,0.655,0.14
2021,2022 - 2023,Governing,Spain,0.001,0.988,0.012
2021,2022 - 2023,Governing,Sri Lanka,0.364,0.488,0.233
2021,2022 - 2023,Governing,Sudan,0.342,0.519,0.212
2021,2022 - 2023,Governing,Surinam,0.09,0.831,0.087
2021,2022 - 2023,Governing,Swaziland,0.056,0.921,0.024
2021,2022 - 2023,Governing,Sweden,0,1,0
2021,2022 - 2023,Governing,Switzerland,0,1,0
2021,2022 - 2023,Governing,Syria,0.34,0.624,0.054
2021,2022 - 2023,Governing,Taiwan,0.01,0.967,0.024
2021,2022 - 2023,Governing,Tajikistan,0.073,0.912,0.016
2021,2022 - 2023,Governing,Tanzania,0.104,0.637,0.289
2021,2022 - 2023,Governing,Thailand,0.384,0.48,0.22
2021,2022 - 2023,Governing,Togo,0.42,0.493,0.15
2021,2022 - 2023,Governing,Trinidad and Tobago,0.016,0.956,0.028
2021,2022 - 2023,Governing,Tunisia,0,0.809,0.19
2021,2022 - 2023,Governing,Turkey,0.132,0.761,0.124
2021,2022 - 2023,Governing,Turkmenistan,0.238,0.737,0.032
2021,2022 - 2023,Governing,Uganda,0.142,0.683,0.204
2021,2022 - 2023,Governing,UK,0,0.983,0.018
2021,2022 - 2023,Governing,Ukraine,0.189,0.661,0.185
2021,2022 - 2023,Governing,United Arab Emirates,0.015,0.978,0.007
2021,2022 - 2023,Governing,Uruguay,0.003,0.97,0.027
2021,2022 - 2023,Governing,USA,0.032,0.831,0.142
2021,2022 - 2023,Governing,Uzbekistan,0.452,0.54,0.013
2021,2022 - 2023,Governing,Venezuela,0.305,0.472,0.32
2021,2022 - 2023,Governing,Vietnam,0.326,0.42,0.376
2021,2022 - 2023,Governing,Yemen,0.149,0.75,0.118
2021,2022 - 2023,Governing,Zambia,0.191,0.59,0.271
2021,2022 - 2023,Governing,Zimbabwe,0.163,0.655,0.218
2021,2022 - 2023,Individual,Afghanistan,0.286,0.566,0.208
2021,2022 - 2023,Individual,Albania,0.096,0.805,0.11
2021,2022 - 2023,Individual,Algeria,0.229,0.626,0.188
2021,2022 - 2023,Individual,Angola,0.106,0.842,0.059
2021,2022 - 2023,Individual,Argentina,0.048,0.86,0.096
2021,2022 - 2023,Individual,Armenia,0.108,0.73,0.182
2021,2022 - 2023,Individual,Australia,0.009,0.989,0.002
2021,2022 - 2023,Individual,Austria,0.009,0.958,0.033
2021,2022 - 2023,Individual,Azerbaijan,0.183,0.718,0.12
2021,2022 - 2023,Individual,Bangladesh,0.1,0.831,0.077
2021,2022 - 2023,Individual,Barbados,0.002,0.986,0.013
2021,2022 - 2023,Individual,Belarus,0.349,0.486,0.254
2021,2022 - 2023,Individual,Belgium,0,0.998,0.002
2021,2022 - 2023,Individual,Benin,0.231,0.535,0.304
2021,2022 - 2023,Individual,Bhutan,0.126,0.848,0.03
2021,2022 - 2023,Individual,Bolivia,0.212,0.484,0.386
2021,2022 - 2023,Individual,Bosnia-Herzegovina,0.157,0.706,0.162
2021,2022 - 2023,Individual,Botswana,0.032,0.921,0.048
2021,2022 - 2023,Individual,Brazil,0.172,0.505,0.39
2021,2022 - 2023,Individual,Bulgaria,0.035,0.828,0.142
2021,2022 - 2023,Individual,Burkina Faso,0.114,0.712,0.196
2021,2022 - 2023,Individual,Burundi,0.238,0.747,0.02
2021,2022 - 2023,Individual,Cambodia,0.123,0.57,0.35
2021,2022 - 2023,Individual,Cameroon,0.144,0.637,0.256
2021,2022 - 2023,Individual,Canada,0,0.977,0.024
2021,2022 - 2023,Individual,Cape Verde,0.034,0.897,0.072
2021,2022 - 2023,Individual,CAR,0.253,0.593,0.206
2021,2022 - 2023,Individual,Chad,0.087,0.886,0.029
2021,2022 - 2023,Individual,Chile,0.016,0.766,0.221
2021,2022 - 2023,Individual,China,0.093,0.851,0.062
2021,2022 - 2023,Individual,Colombia,0.243,0.302,0.602
2021,2022 - 2023,Individual,Comoros,0.176,0.663,0.196
2021,2022 - 2023,Individual,Congo,0.501,0.338,0.322
2021,2022 - 2023,Individual,Costa Rica,0,0.988,0.012
2021,2022 - 2023,Individual,Cote D'Ivoire,0.151,0.613,0.278
2021,2022 - 2023,Individual,Croatia,0.04,0.898,0.064
2021,2022 - 2023,Individual,Cuba,0.185,0.596,0.269
2021,2022 - 2023,Individual,Cyprus,0.025,0.931,0.044
2021,2022 - 2023,Individual,Czech Republic,0.012,0.957,0.032
2021,2022 - 2023,Individual,Denmark,0,0.975,0.025
2021,2022 - 2023,Individual,Djibouti,0.078,0.88,0.045
2021,2022 - 2023,Individual,Dominican Republic,0.126,0.709,0.189
2021,2022 - 2023,Individual,DR Congo,0.252,0.605,0.191
2021,2022 - 2023,Individual,East Timor,0.092,0.403,0.555
2021,2022 - 2023,Individual,Ecuador,0.054,0.753,0.204
2021,2022 - 2023,Individual,Egypt,0.338,0.645,0.025
2021,2022 - 2023,Individual,El Salvador,0.334,0.39,0.414
2021,2022 - 2023,Individual,Equatorial Guinea,0.04,0.933,0.028
2021,2022 - 2023,Individual,Eritrea,0.068,0.932,0
2021,2022 - 2023,Individual,Estonia,0,0.999,0.002
2021,2022 - 2023,Individual,Ethiopia,0.26,0.525,0.29
2021,2022 - 2023,Individual,Fiji,0.134,0.727,0.16
2021,2022 - 2023,Individual,Finland,0,0.996,0.004
2021,2022 - 2023,Individual,France,0.007,0.943,0.05
2021,2022 - 2023,Individual,Gabon,0.152,0.754,0.112
2021,2022 - 2023,Individual,Gambia,0.126,0.774,0.115
2021,2022 - 2023,Individual,Georgia,0.088,0.808,0.114
2021,2022 - 2023,Individual,Germany,0,0.988,0.012
2021,2022 - 2023,Individual,Ghana,0.023,0.857,0.122
2021,2022 - 2023,Individual,Greece,0.025,0.928,0.048
2021,2022 - 2023,Individual,Guatemala,0.103,0.802,0.106
2021,2022 - 2023,Individual,Guinea,0.265,0.439,0.402
2021,2022 - 2023,Individual,Guinea-Bissau,0.344,0.6,0.087
2021,2022 - 2023,Individual,Guyana,0.114,0.742,0.162
2021,2022 - 2023,Individual,Haiti,0.233,0.521,0.321
2021,2022 - 2023,Individual,Honduras,0.168,0.762,0.084
2021,2022 - 2023,Individual,Hungary,0.086,0.817,0.106
2021,2022 - 2023,Individual,Iceland,0,0.99,0.01
2021,2022 - 2023,Individual,India,0.142,0.515,0.399
2021,2022 - 2023,Individual,Indonesia,0.128,0.753,0.136
2021,2022 - 2023,Individual,Iran,0.19,0.554,0.316
2021,2022 - 2023,Individual,Iraq,0.216,0.607,0.226
2021,2022 - 2023,Individual,Ireland,0,0.982,0.018
2021,2022 - 2023,Individual,Israel,0.014,0.969,0.018
2021,2022 - 2023,Individual,Italy,0.01,0.967,0.024
2021,2022 - 2023,Individual,Jamaica,0.01,0.973,0.018
2021,2022 - 2023,Individual,Japan,0,0.98,0.02
2021,2022 - 2023,Individual,Jordan,0.357,0.606,0.058
2021,2022 - 2023,Individual,Kazakhstan,0.154,0.739,0.126
2021,2022 - 2023,Individual,Kenya,0.089,0.807,0.114
2021,2022 - 2023,Individual,Kosovo,0.162,0.776,0.074
2021,2022 - 2023,Individual,Kuwait,0.061,0.89,0.052
2021,2022 - 2023,Individual,Kyrgyzstan,0.206,0.657,0.172
2021,2022 - 2023,Individual,Laos,0.126,0.857,0.02
2021,2022 - 2023,Individual,Latvia,0,0.982,0.018
2021,2022 - 2023,Individual,Lebanon,0.252,0.691,0.076
2021,2022 - 2023,Individual,Lesotho,0.279,0.612,0.15
2021,2022 - 2023,Individual,Liberia,0.082,0.732,0.202
2021,2022 - 2023,Individual,Libya,0.146,0.777,0.09
2021,2022 - 2023,Individual,Lithuania,0.005,0.956,0.04
2021,2022 - 2023,Individual,Luxembourg,0,0.999,0.001
2021,2022 - 2023,Individual,Madagascar,0.188,0.746,0.081
2021,2022 - 2023,Individual,Malawi,0.15,0.755,0.112
2021,2022 - 2023,Individual,Malaysia,0.282,0.627,0.127
2021,2022 - 2023,Individual,Maldives,0.184,0.607,0.256
2021,2022 - 2023,Individual,Mali,0.259,0.603,0.187
2021,2022 - 2023,Individual,Mauritania,0.287,0.529,0.258
2021,2022 - 2023,Individual,Mauritius,0.244,0.604,0.201
2021,2022 - 2023,Individual,Mexico,0.104,0.765,0.146
2021,2022 - 2023,Individual,Moldova,0.068,0.809,0.132
2021,2022 - 2023,Individual,Mongolia,0.048,0.88,0.075
2021,2022 - 2023,Individual,Montenegro,0.349,0.41,0.371
2021,2022 - 2023,Individual,Morocco,0.055,0.868,0.082
2021,2022 - 2023,Individual,Mozambique,0.136,0.771,0.108
2021,2022 - 2023,Individual,Myanmar,0.394,0.579,0.043
2021,2022 - 2023,Individual,Namibia,0.022,0.869,0.111
2021,2022 - 2023,Individual,Nepal,0.081,0.832,0.095
2021,2022 - 2023,Individual,Netherlands,0,0.99,0.011
2021,2022 - 2023,Individual,New Zealand,0,0.998,0.002
2021,2022 - 2023,Individual,Nicaragua,0.353,0.412,0.363
2021,2022 - 2023,Individual,Niger,0.08,0.851,0.074
2021,2022 - 2023,Individual,Nigeria,0.172,0.729,0.12
2021,2022 - 2023,Individual,North Korea,0.044,0.956,0
2021,2022 - 2023,Individual,North Macedonia,0.041,0.88,0.082
2021,2022 - 2023,Individual,Norway,0.09,0.887,0.025
2021,2022 - 2023,Individual,Oman,0.017,0.97,0.014
2021,2022 - 2023,Individual,Pakistan,0.185,0.699,0.142
2021,2022 - 2023,Individual,Panama,0.028,0.877,0.099
2021,2022 - 2023,Individual,Papua New Guinea,0.082,0.879,0.042
2021,2022 - 2023,Individual,Paraguay,0.086,0.879,0.038
2021,2022 - 2023,Individual,Peru,0.081,0.71,0.228
2021,2022 - 2023,Individual,Philippines,0.172,0.707,0.146
2021,2022 - 2023,Individual,Poland,0.152,0.674,0.206
2021,2022 - 2023,Individual,Portugal,0.009,0.881,0.111
2021,2022 - 2023,Individual,Qatar,0.062,0.381,0.594
2021,2022 - 2023,Individual,Romania,0.032,0.783,0.192
2021,2022 - 2023,Individual,Russia,0.14,0.766,0.11
2021,2022 - 2023,Individual,Rwanda,0.314,0.394,0.425
2021,2022 - 2023,Individual,Saudi Arabia,0.032,0.932,0.036
2021,2022 - 2023,Individual,Senegal,0.021,0.922,0.057
2021,2022 - 2023,Individual,Serbia,0.109,0.82,0.079
2021,2022 - 2023,Individual,Sierra Leone,0.115,0.816,0.078
2021,2022 - 2023,Individual,Singapore,0.06,0.912,0.03
2021,2022 - 2023,Individual,Slovakia,0.011,0.958,0.031
2021,2022 - 2023,Individual,Slovenia,0.166,0.605,0.274
2021,2022 - 2023,Individual,Solomon Islands,0.031,0.925,0.046
2021,2022 - 2023,Individual,Somalia,0.195,0.629,0.219
2021,2022 - 2023,Individual,South Africa,0.033,0.845,0.126
2021,2022 - 2023,Individual,South Korea,0.009,0.979,0.013
2021,2022 - 2023,Individual,South Sudan,0.304,0.593,0.149
2021,2022 - 2023,Individual,Spain,0,0.975,0.025
2021,2022 - 2023,Individual,Sri Lanka,0.386,0.453,0.262
2021,2022 - 2023,Individual,Sudan,0.382,0.453,0.266
2021,2022 - 2023,Individual,Surinam,0.07,0.786,0.155
2021,2022 - 2023,Individual,Swaziland,0.197,0.483,0.398
2021,2022 - 2023,Individual,Sweden,0,0.982,0.018
2021,2022 - 2023,Individual,Switzerland,0,0.993,0.007
2021,2022 - 2023,Individual,Syria,0.154,0.834,0.015
2021,2022 - 2023,Individual,Taiwan,0,0.981,0.019
2021,2022 - 2023,Individual,Tajikistan,0.124,0.83,0.052
2021,2022 - 2023,Individual,Tanzania,0.266,0.644,0.124
2021,2022 - 2023,Individual,Thailand,0.296,0.314,0.554
2021,2022 - 2023,Individual,Togo,0.387,0.516,0.158
2021,2022 - 2023,Individual,Trinidad and Tobago,0.013,0.951,0.037
2021,2022 - 2023,Individual,Tunisia,0.213,0.67,0.149
2021,2022 - 2023,Individual,Turkey,0.154,0.757,0.106
2021,2022 - 2023,Individual,Turkmenistan,0.045,0.95,0.005
2021,2022 - 2023,Individual,Uganda,0.174,0.448,0.458
2021,2022 - 2023,Individual,UK,0.042,0.939,0.02
2021,2022 - 2023,Individual,Ukraine,0.193,0.694,0.14
2021,2022 - 2023,Individual,United Arab Emirates,0.08,0.699,0.24
2021,2022 - 2023,Individual,Uruguay,0.004,0.953,0.044
2021,2022 - 2023,Individual,USA,0.02,0.822,0.161
2021,2022 - 2023,Individual,Uzbekistan,0.25,0.703,0.062
2021,2022 - 2023,Individual,Venezuela,0.448,0.408,0.26
2021,2022 - 2023,Individual,Vietnam,0.207,0.704,0.112
2021,2022 - 2023,Individual,Yemen,0.166,0.767,0.08
2021,2022 - 2023,Individual,Zambia,0.347,0.383,0.413
2021,2022 - 2023,Individual,Zimbabwe,0.494,0.18,0.645
2021,2022 - 2023,Informational,Afghanistan,0.336,0.524,0.21
2021,2022 - 2023,Informational,Albania,0.12,0.686,0.22
2021,2022 - 2023,Informational,Algeria,0.184,0.624,0.236
2021,2022 - 2023,Informational,Angola,0.213,0.567,0.279
2021,2022 - 2023,Informational,Argentina,0.257,0.655,0.118
2021,2022 - 2023,Informational,Armenia,0.121,0.766,0.128
2021,2022 - 2023,Informational,Australia,0.01,0.984,0.006
2021,2022 - 2023,Informational,Austria,0.03,0.829,0.146
2021,2022 - 2023,Informational,Azerbaijan,0.135,0.841,0.028
2021,2022 - 2023,Informational,Bangladesh,0.089,0.852,0.065
2021,2022 - 2023,Informational,Barbados,0.001,0.991,0.009
2021,2022 - 2023,Informational,Belarus,0.346,0.535,0.182
2021,2022 - 2023,Informational,Belgium,0,0.995,0.005
